0 	-2.7105054e-20 	2.7105054e-20 	0.80287881 	-6.1972461e-05 	-9.5811537e-05
0.00043640047 	-2.7105054e-20 	1.3552527e-20 	0.80287881 	-6.1972461e-05 	-9.5811537e-05
0.00087280095 	-2.7105054e-20 	0 	0.80456772 	7.0612913e-05 	-0.00010121126
0.0013780129 	-5.4210109e-20 	-2.7105054e-20 	0.80456772 	7.0612913e-05 	-0.00010121126
0.0018832249 	-8.1315163e-20 	-5.4210109e-20 	0.81774745 	0.00014945337 	-0.00022152549
0.0023904655 	-6.7762636e-20 	-5.4210109e-20 	0.81774745 	0.00014945337 	-0.00022152549
0.0028977061 	-5.4210109e-20 	-5.4210109e-20 	0.84265769 	-0.00018210613 	-0.00070085362
0.0034046146 	-5.4210109e-20 	-6.7762636e-20 	0.84265769 	-0.00018210613 	-0.00070085362
0.003911523 	-5.4210109e-20 	-8.1315163e-20 	0.8807304 	0.00045563024 	-0.00040823497
0.0044107524 	-2.7105054e-20 	-4.0657581e-20 	0.8807304 	0.00045563024 	-0.00040823497
0.0049099817 	0 	0 	0.94347971 	-0.00052243378 	-0.0015543106
0.005403716 	0 	-1.3552527e-20 	0.94347971 	-0.00052243378 	-0.0015543106
0.0058974502 	0 	-2.7105054e-20 	1.0311043 	0.0010854843 	-0.00039488841
0.0063976723 	1.3552527e-20 	-2.7105054e-20 	1.0311043 	0.0010854843 	-0.00039488841
0.0068978944 	2.7105054e-20 	-2.7105054e-20 	1.1632408 	-0.0023668035 	-0.0033706507
0.0074053069 	1.3552527e-20 	-4.0657581e-20 	1.1632408 	-0.0023668035 	-0.0033706507
0.0079127195 	0 	-5.4210109e-20 	1.34015 	0.0029829126 	0.00038076408
0.0084171822 	-1.2705494e-21 	-6.1409889e-20 	1.34015 	0.0029829126 	0.00038076408
0.0089216448 	5.4713663e-11 	-6.7711063e-13 	1.5630062 	-0.0041641834 	-0.004601465
0.0089216448 	-2.5410988e-21 	-6.8609669e-20 	1.34015 	0.0029829126 	0.00038076408
0.0089216448 	2.7105054e-20 	8.1315163e-20 	1.5630062 	-0.0041641834 	-0.004601465
0.0094210793 	5.4210109e-20 	1.2197274e-19 	1.5630062 	-0.0041641834 	-0.004601465
0.0099205137 	8.1315163e-20 	1.6263033e-19 	1.8068927 	-0.0022313846 	-0.0044893557
0.010425128 	6.7762636e-20 	1.7618285e-19 	1.8068927 	-0.0022313846 	-0.0044893557
0.010929743 	5.4210109e-20 	1.8973538e-19 	2.0036401 	-0.0025121004 	-0.0026522918
0.011426431 	2.7105054e-20 	2.3039296e-19 	2.0036401 	-0.0025121004 	-0.0026522918
0.011923119 	0 	2.7105054e-19 	2.1586582 	-0.0031916326 	-0.0029651492
0.012419819 	-4.0657581e-20 	2.1684043e-19 	2.1586582 	-0.0031916326 	-0.0029651492
0.012916518 	-8.1315163e-20 	1.6263033e-19 	2.2955573 	-0.00028976163 	-0.0030469696
0.013414245 	-8.1315163e-20 	1.490778e-19 	2.2955573 	-0.00028976163 	-0.0030469696
0.013911973 	-8.1315163e-20 	1.3552527e-19 	2.4266906 	0.00075775245 	-0.004598769
0.014410285 	-1.2197274e-19 	8.1315163e-20 	2.4266906 	0.00075775245 	-0.004598769
0.014908597 	-1.6263033e-19 	2.7105054e-20 	2.5689999 	0.0012653014 	-0.0052715042
0.015406392 	-2.1684043e-19 	-1.3552527e-20 	2.5689999 	0.0012653014 	-0.0052715042
0.015904187 	-2.7105054e-19 	-5.4210109e-20 	2.7272938 	-0.0021279249 	-0.0062846772
0.016402117 	-2.4394549e-19 	-4.0657581e-20 	2.7272938 	-0.0021279249 	-0.0062846772
0.016900047 	-2.1684043e-19 	-2.7105054e-20 	2.9030943 	-0.0031809981 	-0.0045257716
0.017397614 	-2.1684043e-19 	-1.3552527e-20 	2.9030943 	-0.0031809981 	-0.0045257716
0.017895181 	-2.1684043e-19 	0 	3.1028992 	-0.0010072951 	-0.0019156798
0.018392564 	-2.7105054e-19 	-1.3552527e-20 	3.1028992 	-0.0010072951 	-0.0019156798
0.018889948 	-3.2526065e-19 	-2.7105054e-20 	3.3213484 	-0.003214876 	-0.0026043857
0.019386068 	-2.7105054e-19 	1.3552527e-20 	3.3213484 	-0.003214876 	-0.0026043857
0.019882187 	-2.1684043e-19 	5.4210109e-20 	3.5788712 	-0.0011854495 	-0.0039241851
0.020379956 	-2.3251054e-19 	3.2610768e-20 	3.5788712 	-0.0011854495 	-0.0039241851
