0 	-2.7105054e-20 	2.7105054e-20 	320.317
0.00043640047 	-2.7105054e-20 	1.3552527e-20 	320.317
0.00087280095 	-2.7105054e-20 	0 	320.31634
0.0013780129 	-5.4210109e-20 	-2.7105054e-20 	320.31634
0.0018832249 	-8.1315163e-20 	-5.4210109e-20 	320.29591
0.0023904655 	-6.7762636e-20 	-5.4210109e-20 	320.29591
0.0028977061 	-5.4210109e-20 	-5.4210109e-20 	320.28251
0.0034046146 	-5.4210109e-20 	-6.7762636e-20 	320.28251
0.003911523 	-5.4210109e-20 	-8.1315163e-20 	320.23664
0.0044107524 	-2.7105054e-20 	-4.0657581e-20 	320.23664
0.0049099817 	0 	0 	320.19678
0.005403716 	0 	-1.3552527e-20 	320.19678
0.0058974502 	0 	-2.7105054e-20 	320.09178
0.0063976723 	1.3552527e-20 	-2.7105054e-20 	320.09178
0.0068978944 	2.7105054e-20 	-2.7105054e-20 	319.976
0.0074053069 	1.3552527e-20 	-4.0657581e-20 	319.976
0.0079127195 	0 	-5.4210109e-20 	319.72993
0.0084171822 	-1.2705494e-21 	-6.1409889e-20 	319.72993
0.0089216448 	5.4713663e-11 	-6.7711063e-13 	319.43837
0.0089216448 	-2.5410988e-21 	-6.8609669e-20 	319.72993
0.0089216448 	2.7105054e-20 	8.1315163e-20 	319.43837
0.0094210793 	5.4210109e-20 	1.2197274e-19 	319.43837
0.0099205137 	8.1315163e-20 	1.6263033e-19 	318.97759
0.010425128 	6.7762636e-20 	1.7618285e-19 	318.97759
0.010929743 	5.4210109e-20 	1.8973538e-19 	318.59049
0.011426431 	2.7105054e-20 	2.3039296e-19 	318.59049
0.011923119 	0 	2.7105054e-19 	318.27461
0.012419819 	-4.0657581e-20 	2.1684043e-19 	318.27461
0.012916518 	-8.1315163e-20 	1.6263033e-19 	317.98625
0.013414245 	-8.1315163e-20 	1.490778e-19 	317.98625
0.013911973 	-8.1315163e-20 	1.3552527e-19 	317.68056
0.014410285 	-1.2197274e-19 	8.1315163e-20 	317.68056
0.014908597 	-1.6263033e-19 	2.7105054e-20 	317.33993
0.015406392 	-2.1684043e-19 	-1.3552527e-20 	317.33993
0.015904187 	-2.7105054e-19 	-5.4210109e-20 	316.91508
0.016402117 	-2.4394549e-19 	-4.0657581e-20 	316.91508
0.016900047 	-2.1684043e-19 	-2.7105054e-20 	316.42427
0.017397614 	-2.1684043e-19 	-1.3552527e-20 	316.42427
0.017895181 	-2.1684043e-19 	0 	315.82348
0.018392564 	-2.7105054e-19 	-1.3552527e-20 	315.82348
0.018889948 	-3.2526065e-19 	-2.7105054e-20 	315.10385
0.019386068 	-2.7105054e-19 	1.3552527e-20 	315.10385
0.019882187 	-2.1684043e-19 	5.4210109e-20 	314.25985
0.020379956 	-2.3251054e-19 	3.2610768e-20 	314.25985
0.020877725 	-1.560973e-08 	1.6586512e-08 	313.15862
0.020877725 	-2.4818065e-19 	1.1011428e-20 	314.25985
0.020877725 	0 	2.7105054e-20 	313.15862
0.020877725 	5.4713662e-11 	-6.7711067e-13 	314.25985
0.021374502 	-2.7105054e-20 	0 	313.15862
0.02187128 	-5.4210109e-20 	-2.7105054e-20 	311.98685
0.022372367 	-4.9127911e-20 	-4.9281767e-20 	311.98685
0.022873455 	-4.4045713e-20 	-7.1458479e-20 	310.59067
0.023122252 	-6.2680438e-20 	-7.1357563e-20 	310.59067
0.023371048 	-8.1315163e-20 	-7.1256647e-20 	309.78803
0.023619175 	-8.5550328e-20 	-7.127319e-20 	309.78803
0.023867302 	-8.9785492e-20 	-7.1289734e-20 	308.75803
0.024116778 	-1.0164395e-19 	-7.1445244e-20 	308.75803
0.024366253 	-1.1350241e-19 	-7.1600754e-20 	307.61505
0.024615047 	-1.2366681e-19 	-7.1609439e-20 	307.61505
0.024863841 	-1.3383121e-19 	-7.1618125e-20 	306.33222
0.02511248 	-1.4484263e-19 	-7.1649144e-20 	306.33222
0.025361118 	-1.5585406e-19 	-7.1680163e-20 	304.87096
0.025609481 	-1.5331296e-19 	-7.1670237e-20 	304.87096
0.025857843 	-1.5077186e-19 	-7.1660311e-20 	303.21963
0.026107144 	-1.5331296e-19 	-7.1604063e-20 	303.21963
0.026356445 	-1.5585406e-19 	-7.1547814e-20 	301.35036
0.026380272 	-1.5500703e-19 	-7.1597032e-20 	301.35036
0.026404099 	-1.5416e-19 	-7.1646249e-20 	301.35295
0.026628256 	-1.6855956e-19 	-7.1610266e-20 	301.35295
0.026852413 	-1.8295912e-19 	-7.1574284e-20 	299.19852
0.027101786 	-1.9295415e-19 	-7.1203707e-20 	299.19852
0.027351159 	-2.0294918e-19 	-7.083313e-20 	296.75472
0.027599338 	-2.14977e-19 	-7.0621372e-20 	296.75472
0.027847518 	-2.2700483e-19 	-7.0409614e-20 	293.95321
0.02809677 	-2.2154627e-19 	-7.0369909e-20 	293.95321
0.028346023 	-2.160877e-19 	-7.0330204e-20 	290.69998
0.028435728 	-2.1434648e-19 	-7.0323587e-20 	290.69998
0.028525433 	-2.1260527e-19 	-7.031697e-20 	290.71146
0.028684697 	-2.1980505e-19 	-7.0270647e-20 	290.71146
0.028843961 	-2.2700483e-19 	-7.0224325e-20 	286.91301
0.028858295 	-2.2618427e-19 	-7.022598e-20 	286.91301
0.028872628 	-2.253637e-19 	-7.0227634e-20 	286.90938
0.029106886 	-2.3116555e-19 	-7.0371563e-20 	286.90938
0.029341145 	-2.3696739e-19 	-7.0515493e-20 	282.50432
0.029590015 	-2.3791534e-19 	-6.9933158e-20 	282.50432
