# Region type : patch inlet
# Faces  :      1347
# Area   :      1.67632194e-04
# Time          	sum(phi)
0.020096        	-1.28029762e-04
0.0201          	-1.28029320e-04
0.020104        	-1.28028878e-04
0.020108        	-1.28028439e-04
0.020112        	-1.28028001e-04
0.020116        	-1.28027564e-04
0.02012         	-1.28027128e-04
0.020124        	-1.28026693e-04
0.020128        	-1.28026258e-04
0.020132        	-1.28025822e-04
0.020136        	-1.28025385e-04
0.02014         	-1.28024946e-04
0.020144        	-1.28024504e-04
0.020148        	-1.28024060e-04
0.020152        	-1.28023614e-04
0.020156        	-1.28023166e-04
0.02016         	-1.28022716e-04
0.020164        	-1.28022265e-04
0.020168        	-1.28021812e-04
0.020172        	-1.28021358e-04
0.020176        	-1.28020903e-04
0.02018         	-1.28020448e-04
0.020184        	-1.28019992e-04
0.020188        	-1.28019534e-04
0.020192        	-1.28019072e-04
0.020196        	-1.28018607e-04
0.0202          	-1.28018138e-04
0.020204        	-1.28017665e-04
0.020208        	-1.28017188e-04
0.020212        	-1.28016705e-04
0.020216        	-1.28016217e-04
0.02022         	-1.28015725e-04
0.020224        	-1.28015230e-04
0.020228        	-1.28014730e-04
0.020232        	-1.28014226e-04
0.020236        	-1.28013719e-04
0.02024         	-1.28013209e-04
0.020244        	-1.28012697e-04
0.020248        	-1.28012181e-04
0.020252        	-1.28011664e-04
0.020256        	-1.28011146e-04
0.02026         	-1.28010626e-04
0.020264        	-1.28010102e-04
0.020268        	-1.28009575e-04
0.020272        	-1.28009043e-04
0.020276        	-1.28008504e-04
0.02028         	-1.28007958e-04
0.020284        	-1.28007406e-04
0.020288        	-1.28006846e-04
0.020292        	-1.28006278e-04
0.020296        	-1.28005703e-04
0.0203          	-1.28005122e-04
0.020304        	-1.28004534e-04
0.020308        	-1.28003940e-04
0.020312        	-1.28003341e-04
0.020316        	-1.28002738e-04
0.02032         	-1.28002133e-04
0.020324        	-1.28001525e-04
0.020328        	-1.28000916e-04
0.020332        	-1.28000305e-04
0.020336        	-1.27999695e-04
0.02034         	-1.27999086e-04
0.020344        	-1.27998479e-04
0.020348        	-1.27997873e-04
0.020352        	-1.27997271e-04
0.020356        	-1.27996674e-04
0.02036         	-1.27996081e-04
0.020364        	-1.27995494e-04
0.020368        	-1.27994914e-04
0.020372        	-1.27994340e-04
0.020376        	-1.27993772e-04
0.02038         	-1.27993211e-04
0.020384        	-1.27992657e-04
0.020388        	-1.27992110e-04
0.020392        	-1.27991569e-04
0.020396        	-1.27991035e-04
0.0204          	-1.27990507e-04
0.020404        	-1.27989985e-04
0.020408        	-1.27989469e-04
0.020412        	-1.27988961e-04
0.020416        	-1.27988458e-04
0.02042         	-1.27987961e-04
0.020424        	-1.27987470e-04
0.020428        	-1.27986985e-04
0.020432        	-1.27986504e-04
0.020436        	-1.27986027e-04
0.02044         	-1.27985553e-04
0.020444        	-1.27985082e-04
0.020448        	-1.27984615e-04
0.020452        	-1.27984149e-04
0.020456        	-1.27983687e-04
0.02046         	-1.27983229e-04
0.020464        	-1.27982773e-04
0.020468        	-1.27982321e-04
0.020472        	-1.27981870e-04
0.020476        	-1.27981422e-04
0.02048         	-1.27980977e-04
0.020484        	-1.27980535e-04
0.020488        	-1.27980095e-04
0.020492        	-1.27979657e-04
0.020496        	-1.27979221e-04
0.0205          	-1.27978785e-04
0.020504        	-1.27978349e-04
0.020508        	-1.27977911e-04
0.020512        	-1.27977474e-04
0.020516        	-1.27977034e-04
0.02052         	-1.27976593e-04
0.020524        	-1.27976150e-04
0.020528        	-1.27975706e-04
0.020532        	-1.27975259e-04
0.020536        	-1.27974810e-04
0.02054         	-1.27974359e-04
0.020544        	-1.27973903e-04
0.020548        	-1.27973444e-04
0.020552        	-1.27972981e-04
0.020556        	-1.27972513e-04
0.02056         	-1.27972041e-04
0.020564        	-1.27971564e-04
0.020568        	-1.27971082e-04
0.020572        	-1.27970596e-04
0.020576        	-1.27970103e-04
0.02058         	-1.27969604e-04
0.020584        	-1.27969098e-04
0.020588        	-1.27968587e-04
0.020592        	-1.27968071e-04
0.020596        	-1.27967552e-04
0.0206          	-1.27967029e-04
0.020604        	-1.27966504e-04
0.020608        	-1.27965977e-04
0.020612        	-1.27965449e-04
0.020616        	-1.27964919e-04
0.02062         	-1.27964387e-04
0.020624        	-1.27963854e-04
0.020628        	-1.27963321e-04
0.020632        	-1.27962789e-04
0.020636        	-1.27962258e-04
0.02064         	-1.27961729e-04
0.020644        	-1.27961203e-04
0.020648        	-1.27960678e-04
0.020652        	-1.27960154e-04
0.020656        	-1.27959631e-04
0.02066         	-1.27959108e-04
0.020664        	-1.27958583e-04
0.020668        	-1.27958056e-04
0.020672        	-1.27957528e-04
0.020676        	-1.27956997e-04
0.02068         	-1.27956463e-04
0.020684        	-1.27955927e-04
0.020688        	-1.27955388e-04
0.020692        	-1.27954847e-04
0.020696        	-1.27954304e-04
0.0207          	-1.27953760e-04
0.020704        	-1.27953214e-04
0.020708        	-1.27952667e-04
0.020712        	-1.27952120e-04
0.020716        	-1.27951571e-04
0.02072         	-1.27951021e-04
0.020724        	-1.27950470e-04
0.020728        	-1.27949918e-04
0.020732        	-1.27949365e-04
0.020736        	-1.27948810e-04
0.02074         	-1.27948255e-04
0.020744        	-1.27947699e-04
0.020748        	-1.27947142e-04
0.020752        	-1.27946582e-04
0.020756        	-1.27946020e-04
0.02076         	-1.27945457e-04
0.020764        	-1.27944893e-04
0.020768        	-1.27944327e-04
0.020772        	-1.27943761e-04
0.020776        	-1.27943196e-04
0.02078         	-1.27942631e-04
0.020784        	-1.27942068e-04
0.020788        	-1.27941507e-04
0.020792        	-1.27940947e-04
0.020796        	-1.27940391e-04
0.0208          	-1.27939836e-04
0.020804        	-1.27939285e-04
0.020808        	-1.27938735e-04
0.020812        	-1.27938186e-04
0.020816        	-1.27937640e-04
0.02082         	-1.27937095e-04
0.020824        	-1.27936552e-04
0.020828        	-1.27936011e-04
0.020832        	-1.27935472e-04
0.020836        	-1.27934934e-04
0.02084         	-1.27934397e-04
0.020844        	-1.27933861e-04
0.020848        	-1.27933325e-04
0.020852        	-1.27932789e-04
0.020856        	-1.27932254e-04
0.02086         	-1.27931719e-04
0.020864        	-1.27931185e-04
0.020868        	-1.27930651e-04
0.020872        	-1.27930118e-04
0.020876        	-1.27929585e-04
0.02088         	-1.27929054e-04
0.020884        	-1.27928525e-04
0.020888        	-1.27927998e-04
0.020892        	-1.27927472e-04
0.020896        	-1.27926948e-04
0.0209          	-1.27926424e-04
0.020904        	-1.27925899e-04
0.020908        	-1.27925375e-04
0.020912        	-1.27924850e-04
0.020916        	-1.27924324e-04
0.02092         	-1.27923797e-04
0.020924        	-1.27923269e-04
0.020928        	-1.27922742e-04
0.020932        	-1.27922215e-04
0.020936        	-1.27921688e-04
0.02094         	-1.27921162e-04
0.020944        	-1.27920638e-04
0.020948        	-1.27920116e-04
0.020952        	-1.27919598e-04
0.020956        	-1.27919082e-04
0.02096         	-1.27918571e-04
0.020964        	-1.27918062e-04
0.020968        	-1.27917557e-04
0.020972        	-1.27917056e-04
0.020976        	-1.27916559e-04
0.02098         	-1.27916066e-04
0.020984        	-1.27915576e-04
0.020988        	-1.27915089e-04
0.020992        	-1.27914605e-04
0.020996        	-1.27914125e-04
0.021           	-1.27913648e-04
0.021004        	-1.27913174e-04
0.021008        	-1.27912704e-04
0.021012        	-1.27912236e-04
0.021016        	-1.27911770e-04
0.02102         	-1.27911307e-04
0.021024        	-1.27910845e-04
0.021028        	-1.27910384e-04
0.021032        	-1.27909924e-04
0.021036        	-1.27909464e-04
0.02104         	-1.27909005e-04
0.021044        	-1.27908547e-04
0.021048        	-1.27908087e-04
0.021052        	-1.27907628e-04
0.021056        	-1.27907168e-04
0.02106         	-1.27906708e-04
0.021064        	-1.27906247e-04
0.021068        	-1.27905785e-04
0.021072        	-1.27905323e-04
0.021076        	-1.27904860e-04
0.02108         	-1.27904399e-04
0.021084        	-1.27903938e-04
0.021088        	-1.27903477e-04
0.021092        	-1.27903018e-04
0.021096        	-1.27902558e-04
0.0211          	-1.27902099e-04
0.021104        	-1.27901638e-04
0.021108        	-1.27901175e-04
0.021112        	-1.27900709e-04
0.021116        	-1.27900240e-04
0.02112         	-1.27899767e-04
0.021124        	-1.27899291e-04
0.021128        	-1.27898812e-04
0.021132        	-1.27898330e-04
0.021136        	-1.27897846e-04
0.02114         	-1.27897360e-04
0.021144        	-1.27896873e-04
0.021148        	-1.27896385e-04
0.021152        	-1.27895894e-04
0.021156        	-1.27895401e-04
0.02116         	-1.27894906e-04
0.021164        	-1.27894408e-04
0.021168        	-1.27893906e-04
0.021172        	-1.27893400e-04
0.021176        	-1.27892889e-04
0.02118         	-1.27892375e-04
0.021184        	-1.27891858e-04
0.021188        	-1.27891339e-04
0.021192        	-1.27890818e-04
0.021196        	-1.27890295e-04
0.0212          	-1.27889771e-04
0.021204        	-1.27889245e-04
0.021208        	-1.27888719e-04
0.021212        	-1.27888193e-04
0.021216        	-1.27887664e-04
0.02122         	-1.27887133e-04
0.021224        	-1.27886598e-04
0.021228        	-1.27886060e-04
0.021232        	-1.27885517e-04
0.021236        	-1.27884969e-04
0.02124         	-1.27884417e-04
0.021244        	-1.27883862e-04
0.021248        	-1.27883303e-04
0.021252        	-1.27882743e-04
0.021256        	-1.27882182e-04
0.02126         	-1.27881620e-04
0.021264        	-1.27881059e-04
0.021268        	-1.27880499e-04
0.021272        	-1.27879940e-04
0.021276        	-1.27879384e-04
0.02128         	-1.27878831e-04
0.021284        	-1.27878280e-04
0.021288        	-1.27877731e-04
0.021292        	-1.27877185e-04
0.021296        	-1.27876641e-04
0.0213          	-1.27876100e-04
0.021304        	-1.27875562e-04
0.021308        	-1.27875026e-04
0.021312        	-1.27874493e-04
0.021316        	-1.27873962e-04
0.02132         	-1.27873431e-04
0.021324        	-1.27872900e-04
0.021328        	-1.27872369e-04
0.021332        	-1.27871837e-04
0.021336        	-1.27871304e-04
0.02134         	-1.27870770e-04
0.021344        	-1.27870236e-04
0.021348        	-1.27869702e-04
0.021352        	-1.27869169e-04
0.021356        	-1.27868636e-04
0.02136         	-1.27868104e-04
0.021364        	-1.27867573e-04
0.021368        	-1.27867043e-04
0.021372        	-1.27866513e-04
0.021376        	-1.27865983e-04
0.02138         	-1.27865452e-04
0.021384        	-1.27864920e-04
0.021388        	-1.27864386e-04
0.021392        	-1.27863851e-04
0.021396        	-1.27863312e-04
0.0214          	-1.27862770e-04
0.021404        	-1.27862226e-04
0.021408        	-1.27861678e-04
0.021412        	-1.27861129e-04
0.021416        	-1.27860577e-04
0.02142         	-1.27860024e-04
0.021424        	-1.27859469e-04
0.021428        	-1.27858914e-04
0.021432        	-1.27858359e-04
0.021436        	-1.27857804e-04
0.02144         	-1.27857248e-04
0.021444        	-1.27856692e-04
0.021448        	-1.27856136e-04
0.021452        	-1.27855581e-04
0.021456        	-1.27855025e-04
0.02146         	-1.27854470e-04
0.021464        	-1.27853914e-04
0.021468        	-1.27853359e-04
0.021472        	-1.27852805e-04
0.021476        	-1.27852253e-04
0.02148         	-1.27851703e-04
0.021484        	-1.27851154e-04
0.021488        	-1.27850608e-04
0.021492        	-1.27850063e-04
0.021496        	-1.27849520e-04
0.0215          	-1.27848979e-04
0.021504        	-1.27848439e-04
0.021508        	-1.27847902e-04
0.021512        	-1.27847367e-04
0.021516        	-1.27846834e-04
0.02152         	-1.27846303e-04
0.021524        	-1.27845773e-04
0.021528        	-1.27845243e-04
0.021532        	-1.27844714e-04
0.021536        	-1.27844184e-04
0.02154         	-1.27843655e-04
0.021544        	-1.27843126e-04
0.021548        	-1.27842597e-04
0.021552        	-1.27842067e-04
0.021556        	-1.27841537e-04
0.02156         	-1.27841005e-04
0.021564        	-1.27840473e-04
0.021568        	-1.27839941e-04
0.021572        	-1.27839408e-04
0.021576        	-1.27838877e-04
0.02158         	-1.27838348e-04
0.021584        	-1.27837821e-04
0.021588        	-1.27837296e-04
0.021592        	-1.27836774e-04
0.021596        	-1.27836253e-04
0.0216          	-1.27835735e-04
0.021604        	-1.27835220e-04
0.021608        	-1.27834707e-04
0.021612        	-1.27834196e-04
0.021616        	-1.27833687e-04
0.02162         	-1.27833181e-04
0.021624        	-1.27832675e-04
0.021628        	-1.27832170e-04
0.021632        	-1.27831665e-04
0.021636        	-1.27831161e-04
0.02164         	-1.27830657e-04
0.021644        	-1.27830154e-04
0.021648        	-1.27829652e-04
0.021652        	-1.27829152e-04
0.021656        	-1.27828654e-04
0.02166         	-1.27828159e-04
0.021664        	-1.27827667e-04
0.021668        	-1.27827180e-04
0.021672        	-1.27826698e-04
0.021676        	-1.27826221e-04
0.02168         	-1.27825749e-04
0.021684        	-1.27825281e-04
0.021688        	-1.27824817e-04
0.021692        	-1.27824357e-04
0.021696        	-1.27823901e-04
0.0217          	-1.27823447e-04
0.021704        	-1.27822996e-04
0.021708        	-1.27822547e-04
0.021712        	-1.27822099e-04
0.021716        	-1.27821652e-04
0.02172         	-1.27821205e-04
0.021724        	-1.27820759e-04
0.021728        	-1.27820314e-04
0.021732        	-1.27819870e-04
0.021736        	-1.27819427e-04
0.02174         	-1.27818985e-04
0.021744        	-1.27818545e-04
0.021748        	-1.27818107e-04
0.021752        	-1.27817670e-04
0.021756        	-1.27817234e-04
0.02176         	-1.27816798e-04
0.021764        	-1.27816364e-04
0.021768        	-1.27815930e-04
0.021772        	-1.27815498e-04
0.021776        	-1.27815066e-04
0.02178         	-1.27814634e-04
0.021784        	-1.27814203e-04
0.021788        	-1.27813771e-04
0.021792        	-1.27813338e-04
0.021796        	-1.27812905e-04
0.0218          	-1.27812471e-04
0.021804        	-1.27812038e-04
0.021808        	-1.27811606e-04
0.021812        	-1.27811174e-04
0.021816        	-1.27810744e-04
0.02182         	-1.27810316e-04
0.021824        	-1.27809891e-04
0.021828        	-1.27809469e-04
0.021832        	-1.27809050e-04
0.021836        	-1.27808635e-04
0.02184         	-1.27808224e-04
0.021844        	-1.27807817e-04
0.021848        	-1.27807413e-04
0.021852        	-1.27807014e-04
0.021856        	-1.27806620e-04
0.02186         	-1.27806230e-04
0.021864        	-1.27805845e-04
0.021868        	-1.27805464e-04
0.021872        	-1.27805087e-04
0.021876        	-1.27804712e-04
0.02188         	-1.27804341e-04
0.021884        	-1.27803970e-04
0.021888        	-1.27803601e-04
0.021892        	-1.27803232e-04
0.021896        	-1.27802862e-04
0.0219          	-1.27802492e-04
0.021904        	-1.27802122e-04
0.021908        	-1.27801752e-04
0.021912        	-1.27801382e-04
0.021916        	-1.27801012e-04
0.02192         	-1.27800640e-04
0.021924        	-1.27800266e-04
0.021928        	-1.27799889e-04
0.021932        	-1.27799511e-04
0.021936        	-1.27799129e-04
0.02194         	-1.27798745e-04
0.021944        	-1.27798358e-04
0.021948        	-1.27797970e-04
0.021952        	-1.27797580e-04
0.021956        	-1.27797189e-04
0.02196         	-1.27796798e-04
0.021964        	-1.27796406e-04
0.021968        	-1.27796015e-04
0.021972        	-1.27795623e-04
0.021976        	-1.27795231e-04
0.02198         	-1.27794841e-04
0.021984        	-1.27794451e-04
0.021988        	-1.27794062e-04
0.021992        	-1.27793674e-04
0.021996        	-1.27793287e-04
0.022           	-1.27792903e-04
0.022004        	-1.27792521e-04
0.022008        	-1.27792140e-04
0.022012        	-1.27791760e-04
0.022016        	-1.27791380e-04
0.02202         	-1.27791000e-04
0.022024        	-1.27790620e-04
0.022028        	-1.27790240e-04
0.022032        	-1.27789859e-04
0.022036        	-1.27789477e-04
0.02204         	-1.27789094e-04
0.022044        	-1.27788710e-04
0.022048        	-1.27788325e-04
0.022052        	-1.27787938e-04
0.022056        	-1.27787547e-04
0.02206         	-1.27787155e-04
0.022064        	-1.27786760e-04
0.022068        	-1.27786363e-04
0.022072        	-1.27785966e-04
0.022076        	-1.27785569e-04
0.02208         	-1.27785171e-04
0.022084        	-1.27784772e-04
0.022088        	-1.27784372e-04
0.022092        	-1.27783970e-04
0.022096        	-1.27783568e-04
0.0221          	-1.27783164e-04
0.022104        	-1.27782758e-04
0.022108        	-1.27782350e-04
0.022112        	-1.27781940e-04
0.022116        	-1.27781527e-04
0.02212         	-1.27781111e-04
0.022124        	-1.27780692e-04
0.022128        	-1.27780271e-04
0.022132        	-1.27779848e-04
0.022136        	-1.27779423e-04
0.02214         	-1.27778998e-04
0.022144        	-1.27778572e-04
0.022148        	-1.27778146e-04
0.022152        	-1.27777721e-04
0.022156        	-1.27777299e-04
0.02216         	-1.27776879e-04
0.022164        	-1.27776463e-04
0.022168        	-1.27776051e-04
0.022172        	-1.27775642e-04
0.022176        	-1.27775237e-04
0.02218         	-1.27774836e-04
0.022184        	-1.27774439e-04
0.022188        	-1.27774045e-04
0.022192        	-1.27773654e-04
0.022196        	-1.27773266e-04
0.0222          	-1.27772879e-04
0.022204        	-1.27772494e-04
0.022208        	-1.27772110e-04
0.022212        	-1.27771726e-04
0.022216        	-1.27771342e-04
0.02222         	-1.27770959e-04
0.022224        	-1.27770576e-04
0.022228        	-1.27770195e-04
0.022232        	-1.27769813e-04
0.022236        	-1.27769432e-04
0.02224         	-1.27769050e-04
0.022244        	-1.27768668e-04
0.022248        	-1.27768284e-04
0.022252        	-1.27767898e-04
0.022256        	-1.27767510e-04
0.02226         	-1.27767119e-04
0.022264        	-1.27766725e-04
0.022268        	-1.27766328e-04
0.022272        	-1.27765929e-04
0.022276        	-1.27765527e-04
0.02228         	-1.27765123e-04
0.022284        	-1.27764717e-04
0.022288        	-1.27764310e-04
0.022292        	-1.27763901e-04
0.022296        	-1.27763492e-04
0.0223          	-1.27763082e-04
0.022304        	-1.27762672e-04
0.022308        	-1.27762260e-04
0.022312        	-1.27761846e-04
0.022316        	-1.27761431e-04
0.02232         	-1.27761014e-04
0.022324        	-1.27760596e-04
0.022328        	-1.27760177e-04
0.022332        	-1.27759759e-04
0.022336        	-1.27759342e-04
0.02234         	-1.27758928e-04
0.022344        	-1.27758516e-04
0.022348        	-1.27758106e-04
0.022352        	-1.27757700e-04
0.022356        	-1.27757297e-04
0.02236         	-1.27756894e-04
0.022364        	-1.27756493e-04
0.022368        	-1.27756093e-04
0.022372        	-1.27755692e-04
0.022376        	-1.27755290e-04
0.02238         	-1.27754885e-04
0.022384        	-1.27754477e-04
0.022388        	-1.27754066e-04
0.022392        	-1.27753652e-04
0.022396        	-1.27753237e-04
0.0224          	-1.27752820e-04
0.022404        	-1.27752401e-04
0.022408        	-1.27751981e-04
0.022412        	-1.27751559e-04
0.022416        	-1.27751133e-04
0.02242         	-1.27750705e-04
0.022424        	-1.27750274e-04
0.022428        	-1.27749838e-04
0.022432        	-1.27749399e-04
0.022436        	-1.27748956e-04
0.02244         	-1.27748508e-04
0.022444        	-1.27748054e-04
0.022448        	-1.27747594e-04
0.022452        	-1.27747129e-04
0.022456        	-1.27746659e-04
0.02246         	-1.27746186e-04
0.022464        	-1.27745710e-04
0.022468        	-1.27745235e-04
0.022472        	-1.27744760e-04
0.022476        	-1.27744288e-04
0.02248         	-1.27743820e-04
0.022484        	-1.27743358e-04
0.022488        	-1.27742903e-04
0.022492        	-1.27742456e-04
0.022496        	-1.27742016e-04
0.0225          	-1.27741584e-04
0.022504        	-1.27741158e-04
0.022508        	-1.27740739e-04
0.022512        	-1.27740327e-04
0.022516        	-1.27739919e-04
0.02252         	-1.27739517e-04
0.022524        	-1.27739118e-04
0.022528        	-1.27738724e-04
0.022532        	-1.27738333e-04
0.022536        	-1.27737946e-04
0.02254         	-1.27737563e-04
0.022544        	-1.27737185e-04
0.022548        	-1.27736811e-04
0.022552        	-1.27736441e-04
0.022556        	-1.27736074e-04
0.02256         	-1.27735709e-04
0.022564        	-1.27735344e-04
0.022568        	-1.27734978e-04
0.022572        	-1.27734612e-04
0.022576        	-1.27734245e-04
0.02258         	-1.27733878e-04
0.022584        	-1.27733511e-04
0.022588        	-1.27733144e-04
0.022592        	-1.27732775e-04
0.022596        	-1.27732405e-04
0.0226          	-1.27732032e-04
0.022604        	-1.27731656e-04
0.022608        	-1.27731277e-04
0.022612        	-1.27730893e-04
0.022616        	-1.27730504e-04
0.02262         	-1.27730107e-04
0.022624        	-1.27729701e-04
0.022628        	-1.27729285e-04
0.022632        	-1.27728859e-04
0.022636        	-1.27728424e-04
0.02264         	-1.27727978e-04
0.022644        	-1.27727524e-04
0.022648        	-1.27727062e-04
0.022652        	-1.27726594e-04
0.022656        	-1.27726121e-04
0.02266         	-1.27725645e-04
0.022664        	-1.27725168e-04
0.022668        	-1.27724692e-04
0.022672        	-1.27724219e-04
0.022676        	-1.27723749e-04
0.02268         	-1.27723285e-04
0.022684        	-1.27722828e-04
0.022688        	-1.27722379e-04
0.022692        	-1.27721938e-04
0.022696        	-1.27721506e-04
0.0227          	-1.27721082e-04
0.022704        	-1.27720664e-04
0.022708        	-1.27720251e-04
0.022712        	-1.27719841e-04
0.022716        	-1.27719432e-04
0.02272         	-1.27719023e-04
0.022724        	-1.27718616e-04
0.022728        	-1.27718209e-04
0.022732        	-1.27717803e-04
0.022736        	-1.27717399e-04
0.02274         	-1.27716995e-04
0.022744        	-1.27716592e-04
0.022748        	-1.27716191e-04
0.022752        	-1.27715793e-04
0.022756        	-1.27715397e-04
0.02276         	-1.27715002e-04
0.022764        	-1.27714607e-04
0.022768        	-1.27714212e-04
0.022772        	-1.27713814e-04
0.022776        	-1.27713411e-04
0.02278         	-1.27713004e-04
0.022784        	-1.27712591e-04
0.022788        	-1.27712173e-04
0.022792        	-1.27711750e-04
0.022796        	-1.27711321e-04
0.0228          	-1.27710888e-04
0.022804        	-1.27710450e-04
0.022808        	-1.27710007e-04
0.022812        	-1.27709561e-04
0.022816        	-1.27709111e-04
0.02282         	-1.27708658e-04
0.022824        	-1.27708201e-04
0.022828        	-1.27707741e-04
0.022832        	-1.27707277e-04
0.022836        	-1.27706807e-04
0.02284         	-1.27706332e-04
0.022844        	-1.27705851e-04
0.022848        	-1.27705365e-04
0.022852        	-1.27704876e-04
0.022856        	-1.27704383e-04
0.02286         	-1.27703887e-04
0.022864        	-1.27703389e-04
0.022868        	-1.27702890e-04
0.022872        	-1.27702390e-04
0.022876        	-1.27701891e-04
0.02288         	-1.27701393e-04
0.022884        	-1.27700897e-04
0.022888        	-1.27700402e-04
0.022892        	-1.27699910e-04
0.022896        	-1.27699418e-04
0.0229          	-1.27698928e-04
0.022904        	-1.27698437e-04
0.022908        	-1.27697945e-04
0.022912        	-1.27697452e-04
0.022916        	-1.27696956e-04
0.02292         	-1.27696458e-04
0.022924        	-1.27695961e-04
0.022928        	-1.27695463e-04
0.022932        	-1.27694966e-04
0.022936        	-1.27694470e-04
0.02294         	-1.27693976e-04
0.022944        	-1.27693485e-04
0.022948        	-1.27692997e-04
0.022952        	-1.27692510e-04
0.022956        	-1.27692026e-04
0.02296         	-1.27691543e-04
0.022964        	-1.27691062e-04
0.022968        	-1.27690581e-04
0.022972        	-1.27690099e-04
0.022976        	-1.27689616e-04
0.02298         	-1.27689132e-04
0.022984        	-1.27688646e-04
0.022988        	-1.27688159e-04
0.022992        	-1.27687670e-04
0.022996        	-1.27687178e-04
0.023           	-1.27686685e-04
0.023004        	-1.27686189e-04
0.023008        	-1.27685690e-04
0.023012        	-1.27685188e-04
0.023016        	-1.27684681e-04
0.02302         	-1.27684169e-04
0.023024        	-1.27683652e-04
0.023028        	-1.27683127e-04
0.023032        	-1.27682596e-04
0.023036        	-1.27682059e-04
0.02304         	-1.27681516e-04
0.023044        	-1.27680969e-04
0.023048        	-1.27680418e-04
0.023052        	-1.27679866e-04
0.023056        	-1.27679313e-04
0.02306         	-1.27678760e-04
0.023064        	-1.27678210e-04
0.023068        	-1.27677662e-04
0.023072        	-1.27677119e-04
0.023076        	-1.27676580e-04
0.02308         	-1.27676046e-04
0.023084        	-1.27675515e-04
0.023088        	-1.27674987e-04
0.023092        	-1.27674460e-04
0.023096        	-1.27673935e-04
0.0231          	-1.27673410e-04
0.023104        	-1.27672887e-04
0.023108        	-1.27672364e-04
0.023112        	-1.27671844e-04
0.023116        	-1.27671325e-04
0.02312         	-1.27670810e-04
0.023124        	-1.27670297e-04
0.023128        	-1.27669788e-04
0.023132        	-1.27669282e-04
0.023136        	-1.27668777e-04
0.02314         	-1.27668274e-04
0.023144        	-1.27667771e-04
0.023148        	-1.27667269e-04
0.023152        	-1.27666766e-04
0.023156        	-1.27666263e-04
0.02316         	-1.27665760e-04
0.023164        	-1.27665255e-04
0.023168        	-1.27664749e-04
0.023172        	-1.27664240e-04
0.023176        	-1.27663728e-04
0.02318         	-1.27663212e-04
0.023184        	-1.27662693e-04
0.023188        	-1.27662170e-04
0.023192        	-1.27661644e-04
0.023196        	-1.27661114e-04
0.0232          	-1.27660580e-04
0.023204        	-1.27660041e-04
0.023208        	-1.27659498e-04
0.023212        	-1.27658949e-04
0.023216        	-1.27658394e-04
0.02322         	-1.27657833e-04
0.023224        	-1.27657265e-04
0.023228        	-1.27656691e-04
0.023232        	-1.27656110e-04
0.023236        	-1.27655524e-04
0.02324         	-1.27654934e-04
0.023244        	-1.27654342e-04
0.023248        	-1.27653752e-04
0.023252        	-1.27653164e-04
0.023256        	-1.27652581e-04
0.02326         	-1.27652006e-04
0.023264        	-1.27651439e-04
0.023268        	-1.27650882e-04
0.023272        	-1.27650335e-04
0.023276        	-1.27649798e-04
0.02328         	-1.27649271e-04
0.023284        	-1.27648752e-04
0.023288        	-1.27648240e-04
0.023292        	-1.27647735e-04
0.023296        	-1.27647239e-04
0.0233          	-1.27646749e-04
0.023304        	-1.27646267e-04
0.023308        	-1.27645794e-04
0.023312        	-1.27645330e-04
0.023316        	-1.27644876e-04
0.02332         	-1.27644432e-04
0.023324        	-1.27643997e-04
0.023328        	-1.27643571e-04
0.023332        	-1.27643152e-04
0.023336        	-1.27642738e-04
0.02334         	-1.27642330e-04
0.023344        	-1.27641925e-04
0.023348        	-1.27641523e-04
0.023352        	-1.27641122e-04
0.023356        	-1.27640721e-04
0.02336         	-1.27640321e-04
0.023364        	-1.27639920e-04
0.023368        	-1.27639517e-04
0.023372        	-1.27639112e-04
0.023376        	-1.27638704e-04
0.02338         	-1.27638293e-04
0.023384        	-1.27637877e-04
0.023388        	-1.27637457e-04
0.023392        	-1.27637032e-04
0.023396        	-1.27636600e-04
0.0234          	-1.27636161e-04
0.023404        	-1.27635713e-04
0.023408        	-1.27635255e-04
0.023412        	-1.27634788e-04
0.023416        	-1.27634308e-04
0.02342         	-1.27633815e-04
0.023424        	-1.27633309e-04
0.023428        	-1.27632792e-04
0.023432        	-1.27632265e-04
0.023436        	-1.27631729e-04
0.02344         	-1.27631186e-04
0.023444        	-1.27630636e-04
0.023448        	-1.27630080e-04
0.023452        	-1.27629521e-04
0.023456        	-1.27628959e-04
0.02346         	-1.27628396e-04
0.023464        	-1.27627832e-04
0.023468        	-1.27627266e-04
0.023472        	-1.27626699e-04
0.023476        	-1.27626130e-04
0.02348         	-1.27625558e-04
0.023484        	-1.27624982e-04
0.023488        	-1.27624404e-04
0.023492        	-1.27623820e-04
0.023496        	-1.27623231e-04
0.0235          	-1.27622636e-04
0.023504        	-1.27622034e-04
0.023508        	-1.27621427e-04
0.023512        	-1.27620816e-04
0.023516        	-1.27620202e-04
0.02352         	-1.27619584e-04
0.023524        	-1.27618965e-04
0.023528        	-1.27618345e-04
0.023532        	-1.27617724e-04
0.023536        	-1.27617102e-04
0.02354         	-1.27616479e-04
0.023544        	-1.27615856e-04
0.023548        	-1.27615233e-04
0.023552        	-1.27614609e-04
0.023556        	-1.27613984e-04
0.02356         	-1.27613355e-04
0.023564        	-1.27612721e-04
0.023568        	-1.27612084e-04
0.023572        	-1.27611444e-04
0.023576        	-1.27610800e-04
0.02358         	-1.27610154e-04
